Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,aker buy base asset volume,Taker buy quote asset volume,Ignore
1502942400000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,1.77518300,1502942459999,7564.90685084,3,0.07518300,320.39085084,7960.54017996
1502942460000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,1502942519999,0.00000000,0,0.00000000,0.00000000,7960.45262989
1502942520000,4280.56000000,4280.56000000,4280.56000000,4280.56000000,0.26107400,1502942579999,1117.54292144,2,0.26107400,1117.54292144,7960.37529526
1502942580000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.01200800,1502942639999,51.17185184,3,0.01200800,51.17185184,7960.37529526
1502942640000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.14079600,1502942699999,599.99933808,1,0.14079600,599.99933808,7960.37529526
1502942700000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,1502942759999,0.00000000,0,0.00000000,0.00000000,7960.04998576
1502942760000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,1502942819999,0.00000000,0,0.00000000,0.00000000,7960.04998576
1502942820000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,1502942879999,0.00000000,0,0.00000000,0.00000000,7959.62629202
1502942880000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,1502942939999,0.00000000,0,0.00000000,0.00000000,7959.62629202
1502942940000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,1502942999999,0.00000000,0,0.00000000,0.00000000,7959.62629202
1502943000000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,1502943059999,0.00000000,0,0.00000000,0.00000000,7958.62298773
1502943060000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,1502943119999,0.00000000,0,0.00000000,0.00000000,7958.62298773
1502943120000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,1502943179999,0.00000000,0,0.00000000,0.00000000,7958.51278320
1502943180000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,1502943239999,0.00000000,0,0.00000000,0.00000000,7958.51278320
1502943240000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,1502943299999,0.00000000,0,0.00000000,0.00000000,7958.41741512
1502943300000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,1502943359999,0.00000000,0,0.00000000,0.00000000,7958.34896534
1502943360000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,1502943419999,0.00000000,0,0.00000000,0.00000000,7958.34896534
1502943420000,4261.48000000,4264.88000000,4261.48000000,4264.88000000,0.07545500,1502943479999,321.60333640,2,0.07545500,321.60333640,7958.34896534
1502943480000,4264.88000000,4264.88000000,4264.88000000,4264.88000000,0.00000000,1502943539999,0.00000000,0,0.00000000,0.00000000,7958.34896534
1502943540000,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.40921100,1502943599999,1743.84449228,7,0.01000000,42.61480000,7958.34896534
1502943600000,4264.88000000,4264.88000000,4264.88000000,4264.88000000,1.48301400,1502943659999,6324.87674832,6,1.48301400,6324.87674832,7954.28779299
1502943660000,4264.88000000,4266.29000000,4264.88000000,4266.29000000,0.84555600,1502943719999,3606.28437585,5,0.06347700,270.81129033,7954.28779299
1502943720000,4266.29000000,4266.29000000,4266.29000000,4266.29000000,0.00000000,1502943779999,0.00000000,0,0.00000000,0.00000000,7954.28779299
1502943780000,4266.29000000,4266.29000000,4266.29000000,4266.29000000,0.00000000,1502943839999,0.00000000,0,0.00000000,0.00000000,7954.28779299
1502943840000,4266.29000000,4266.29000000,4266.29000000,4266.29000000,0.00000000,1502943899999,0.00000000,0,0.00000000,0.00000000,7953.96934947
1502943900000,4266.29000000,4266.29000000,4266.29000000,4266.29000000,0.46743500,1502943959999,1994.21326615,6,0.22652300,966.41280967,7953.87856579
1502943960000,4266.29000000,4266.29000000,4266.29000000,4266.29000000,0.00000000,1502944019999,0.00000000,0,0.00000000,0.00000000,7953.87856579
1502944020000,4266.29000000,4266.29000000,4266.29000000,4266.29000000,0.40551300,1502944079999,1730.03605677,3,0.40551300,1730.03605677,7953.86856579
1502944080000,4266.29000000,4266.29000000,4261.32000000,4266.29000000,2.96313200,1502944139999,12632.73381531,8,1.18313100,5047.57995399,7922.58993329
1502944140000,4270.41000000,4270.41000000,4261.45000000,4261.45000000,2.47054900,1502944199999,10537.54095509,3,0.00000000,0.00000000,7922.57993329
1502944200000,4280.00000000,4280.56000000,4274.67000000,4280.00000000,1.69672300,1502944259999,7257.32219203,9,1.69672300,7257.32219203,7920.22203329
1502944260000,4274.67000000,4274.67000000,4274.67000000,4274.67000000,0.45910900,1502944319999,1962.53946903,1,0.45910900,1962.53946903,7914.56256726
1502944320000,4274.67000000,4274.67000000,4274.67000000,4274.67000000,0.70204800,1502944379999,3001.02352416,5,0.70204800,3001.02352416,7914.86618061
1502944380000,4267.99000000,4267.99000000,4267.99000000,4267.99000000,4.12774700,1502944439999,17617.18291853,1,4.12774700,17617.18291853,7914.53273709
1502944440000,4296.63000000,4296.63000000,4296.63000000,4296.63000000,0.95250600,1502944499999,4092.56585478,7,0.88806400,3815.68242432,7914.53273709
1502944500000,4300.38000000,4300.38000000,4300.38000000,4300.38000000,1.03821800,1502944559999,4464.73192284,4,1.03821800,4464.73192284,7913.19379709
1502944560000,4300.38000000,4300.38000000,4300.38000000,4300.38000000,0.00000000,1502944619999,0.00000000,0,0.00000000,0.00000000,7913.18637932
1502944620000,4300.38000000,4300.38000000,4300.38000000,4300.38000000,0.64729000,1502944679999,2783.59297020,2,0.64729000,2783.59297020,7913.18637932
1502944680000,4300.38000000,4300.38000000,4300.38000000,4300.38000000,0.63004800,1502944739999,2709.44581824,2,0.63004800,2709.44581824,7913.17587932
1502944740000,4300.38000000,4300.38000000,4300.38000000,4300.38000000,3.31104000,1502944799999,14238.73019520,6,3.31104000,14238.73019520,7913.17587932
1502944800000,4300.38000000,4300.38000000,4300.38000000,4300.38000000,1.72871400,1502944859999,7434.12711132,4,1.72871400,7434.12711132,7913.14225383
1502944860000,4300.38000000,4300.38000000,4300.38000000,4300.38000000,0.94534400,1502944919999,4065.33843072,3,0.00000000,0.00000000,7913.11427696
1502944920000,4300.38000000,4300.38000000,4300.38000000,4300.38000000,0.62498400,1502944979999,2687.66869392,5,0.62498400,2687.66869392,7913.11427696
1502944980000,4300.38000000,4310.07000000,4300.38000000,4310.07000000,0.97983300,1502945039999,4218.37698750,6,0.48738400,2100.65915688,7912.49421696
1502945040000,4301.03000000,4310.07000000,4301.03000000,4310.07000000,4.07994800,1502945099999,17548.27147972,3,4.07994800,17548.27147972,7912.49421696
1502945100000,4310.07000000,4310.07000000,4310.07000000,4310.07000000,0.12974900,1502945159999,559.22727243,2,0.12974900,559.22727243,7912.49421696
1502945160000,4310.07000000,4310.07000000,4310.07000000,4310.07000000,0.69837400,1502945219999,3010.04082618,3,0.69837400,3010.04082618,7911.78430038
1502945220000,4310.07000000,4310.07000000,4310.07000000,4310.07000000,0.29291900,1502945279999,1262.50139433,3,0.29291900,1262.50139433,7911.78430038
1502945280000,4310.07000000,4310.07000000,4310.07000000,4310.07000000,0.23520500,1502945339999,1013.75001435,3,0.23520500,1013.75001435,7889.95455879
1502945340000,4310.07000000,4310.07000000,4292.01000000,4292.01000000,1.09185300,1502945399999,4687.90285971,3,0.09185300,395.89285971,7889.87021236
1502945400000,4292.01000000,4310.07000000,4292.01000000,4310.07000000,1.24766000,1502945459999,5360.31087504,7,0.48172500,2071.71940959,7889.42362989
1502945460000,4301.39000000,4313.62000000,4301.39000000,4313.62000000,0.61102300,1502945519999,2630.55997326,2,0.18902300,815.37339326,7889.28512989
1502945520000,4313.61000000,4313.62000000,4313.60000000,4313.60000000,2.01160100,1502945579999,8677.25230562,4,2.01160100,8677.25230562,7889.28512989
1502945580000,4313.61000000,4313.61000000,4313.60000000,4313.60000000,0.56337400,1502945639999,2430.17380710,3,0.19130400,825.20893440,7889.28512989
1502945640000,4313.60000000,4313.60000000,4313.60000000,4313.60000000,0.32522500,1502945699999,1402.89056000,5,0.32522500,1402.89056000,7889.06137032
1502945700000,4302.48000000,4313.60000000,4291.37000000,4291.37000000,4.63512400,1502945759999,19944.72514404,7,4.48362400,19294.58258904,7888.86193290
1502945760000,4313.60000000,4313.60000000,4313.60000000,4313.60000000,0.21356200,1502945819999,921.22104320,3,0.00000000,0.00000000,7888.81345290
1502945820000,4313.62000000,4313.62000000,4308.83000000,4308.83000000,1.33259600,1502945879999,5745.81979244,12,1.11214400,4795.92960128,7888.63551305
1502945880000,4308.83000000,4308.83000000,4308.83000000,4308.83000000,0.00000000,1502945939999,0.00000000,0,0.00000000,0.00000000,7887.63551305
1502945940000,4308.83000000,4308.83000000,4308.83000000,4308.83000000,0.56026600,1502945999999,2414.09094878,7,0.56026600,2414.09094878,7887.63551305
1502946000000,4308.83000000,4308.83000000,4308.83000000,4308.83000000,0.00000000,1502946059999,0.00000000,0,0.00000000,0.00000000,7886.01658625
1502946060000,4308.83000000,4308.83000000,4308.83000000,4308.83000000,0.13610500,1502946119999,586.45330715,3,0.13610500,586.45330715,7883.70264776
1502946120000,4308.83000000,4308.83000000,4308.83000000,4308.83000000,0.00000000,1502946179999,0.00000000,0,0.00000000,0.00000000,7880.70264776
1502946180000,4308.83000000,4308.83000000,4308.83000000,4308.83000000,0.21717000,1502946239999,935.74861110,7,0.21717000,935.74861110,7880.39264776
1502946240000,4308.83000000,4308.83000000,4304.31000000,4304.31000000,0.12958000,1502946299999,557.85455140,3,0.02258000,97.29338140,7880.39264776
1502946300000,4308.83000000,4328.69000000,4308.83000000,4328.69000000,3.25698100,1502946359999,14036.64264443,7,1.83946300,7928.79856049,7878.22248724
1502946360000,4328.69000000,4328.69000000,4328.69000000,4328.69000000,0.51213200,1502946419999,2216.86066708,6,0.51213200,2216.86066708,7877.85173923
1502946420000,4328.69000000,4328.69000000,4328.69000000,4328.69000000,0.34226900,1502946479999,1481.57639761,5,0.34226900,1481.57639761,7873.10522223
1502946480000,4328.69000000,4328.69000000,4328.69000000,4328.69000000,0.15253700,1502946539999,660.28538653,2,0.15253700,660.28538653,7873.10522223
1502946540000,4328.69000000,4328.69000000,4328.69000000,4328.69000000,0.01085300,1502946599999,46.97927257,1,0.01085300,46.97927257,7873.06425698
1502946600000,4328.69000000,4328.69000000,4328.69000000,4328.69000000,0.15594400,1502946659999,675.03323336,6,0.15594400,675.03323336,7872.10219697
1502946660000,4328.69000000,4328.69000000,4328.69000000,4328.69000000,0.00000000,1502946719999,0.00000000,0,0.00000000,0.00000000,7872.10219697
1502946720000,4320.00000000,4320.00000000,4320.00000000,4320.00000000,0.06433200,1502946779999,277.91424000,2,0.06433200,277.91424000,7872.10219697
